甲鱼鳃腺炎病,症状,胃部和肠道有大块暗红色淤血
甲鱼鳃腺炎病,症状,鳃腺呈红色
甲鱼鳃腺炎病,症状,胃部和肠道呈纯白色的贫血状态
甲鱼鳃腺炎病,症状,腹腔则积有大量的血水
甲鱼鳃腺炎病,症状,肝呈点状充血
甲鱼鳃腺炎病,症状,脖子肿大
甲鱼鳃腺炎病,症状,胃肠道有凝固的血块或毫无血色
甲鱼鳃腺炎病,适宜温度,25~30℃
大青叶,防治,甲鱼鳃腺炎病
板蓝根,防治,甲鱼鳃腺炎病
复方大青叶,防治,甲鱼鳃腺炎病
板蓝根注射液,防治,甲鱼鳃腺炎病
双链季铉盐碘,防治,甲鱼鳃腺炎病
氟苯尼考,防治,甲鱼鳃腺炎病
维生素C,防治,甲鱼鳃腺炎病
日本鳗虹彩病毒,引发,日本鳗虹彩病毒病
日本鳗虹彩病毒病,症状,体色变黑
日本鳗虹彩病毒病,症状,无力游动
日本鳗虹彩病毒病,症状,严重出血
日本鳗虹彩病毒病,症状,鳃上发现黑褐色颗粒
日本鳗虹彩病毒病,症状,器官褪色
日本鳗虹彩病毒病,症状,脾脏肿大
日本鳗虹彩病毒病,适宜温度,20~25℃
彩病毒细胞灭活疫苗,防治,日本鳗虹彩病毒病
烟叶,防治,日本鳗虹彩病毒病
二氧化氯,防治,日本鳗虹彩病毒病
五倍子,防治,日本鳗虹彩病毒病
双链季铉盐碘,防治,日本鳗虹彩病毒病
光合菌,防治,日本鳗虹彩病毒病
净水剂,防治,日本鳗虹彩病毒病
氟哌酸,防治,日本鳗虹彩病毒病
聚维酮碘,防治,日本鳗虹彩病毒病
大黄,防治,日本鳗虹彩病毒病
贯众,防治,日本鳗虹彩病毒病
板蓝根,防治,日本鳗虹彩病毒病
疱疹病毒,引发,疱疹病毒病
疱疹病毒病,症状,鳍条基部充血
疱疹病毒病,症状,腹部膨胀
疱疹病毒病,症状,腹水
疱疹病毒病,症状,眼睛外突
疱疹病毒病,症状,鳃苍白
疱疹病毒病,症状,肾脏肿大并有出血区
疱疹病毒病,症状,肝脏灰色
疱疹病毒病,症状,脾脏增大
疱疹病毒病,症状,肠道灰白色
疱疹病毒病,症状,游动时呈螺旋状
疱疹病毒病,症状,头朝上垂直悬浮水中
疱疹病毒病,适宜温度,25℃
疱疹病毒病,感染,斑点叉尾鲍
大黄,防治,疱疹病毒病
板蓝根,防治,疱疹病毒病
贯众,防治,疱疹病毒病
益生菌,防治,疱疹病毒病
免疫增强剂,防治,疱疹病毒病
点状假单胞菌,引发,脱鳞病
脱鳞病,症状,体发黑
脱鳞病,症状,鳞片易脱落
脱鳞病,症状,鳞囊内积有液体
脱鳞病,适宜温度,22~25℃
高镒酸钾,防治,脱鳞病
漂白粉,防治,脱鳞病
生石灰,防治,脱鳞病
磺胺弧,防治,脱鳞病
磺胺,防治,脱鳞病
大蒜素,防治,脱鳞病
鱼必康,防治,脱鳞病
脱鳞病,感染,草鱼
脱鳞病,感染,青鱼
食盐,防治,脱鳞病
大蒜,防治,脱鳞病
韭菜,防治,脱鳞病
嗜水气单胞菌,引发,细菌性败血症
温和气单胞菌,引发,细菌性败血症
鲁克耶尔森菌,引发,细菌性败血症
细菌性败血症,症状,鳍及鱼体两侧轻度充血
细菌性败血症,症状,肠道内尚见少量食物
细菌性败血症,症状,肌肉呈出血症状
细菌性败血症,症状,眼眶周围充血
细菌性败血症,症状,眼球突出
细菌性败血症,症状,腹部膨大红肿
细菌性败血症,症状,腹腔内有腹水
细菌性败血症,症状,肾肿大
细菌性败血症,症状,肠壁充血充气
细菌性败血症,症状,无食物
细菌性败血症,症状,鳃灰白色
细菌性败血症,症状,紫色
细菌性败血症,症状,肿胀
细菌性败血症,症状,鳃丝末端腐烂
细菌性败血症,感染,鲤鱼
细菌性败血症,感染,鲫鱼
细菌性败血症,感染,团头鲂
细菌性败血症,感染,黄尾船
细菌性败血症,感染,名优鱼类
细菌性败血症,感染,斑点叉尾鲍
细菌性败血症,感染,白鲫
细菌性败血症,适宜温度,28~32℃
生石灰,防治,细菌性败血症
漂白粉,防治,细菌性败血症
三氯异氧尿酸,防治,细菌性败血症
鱼菌清,防治,细菌性败血症
漂白粉精,防治,细菌性败血症
氟哌酸,防治,细菌性败血症
土霉素,防治,细菌性败血症
强克,防治,细菌性败血症
氨苯西林钠,防治,细菌性败血症
黄芷多糖,防治,细菌性败血症
聚维酮碘,防治,细菌性败血症
板蓝根,防治,细菌性败血症
贯众,防治,细菌性败血症
五倍子,防治,细菌性败血症
福建爱德华菌,引发,爱德华菌病
爱德华菌病,症状,鱼体迟钝
爱德华菌病,症状,体色发黑
爱德华菌病,症状,腹部膨大
爱德华菌病,症状,肛门发红
爱德华菌病,症状,眼球突出或混浊白
爱德华菌病,症状,体表可见膨大
爱德华菌病,症状,背鳍的后端坏死发白
爱德华菌病,症状,有腹水
爱德华菌病,症状,卵巢有出血
爱德华菌病,症状,肠管内有水样物贮积
爱德华菌病,症状,肠壁充血
爱德华菌病,症状,肝脏有白色小结节样的病灶
爱德华菌病,症状,腐臭味
爱德华菌病,感染,鳗鱼
爱德华菌病,感染,鲫鱼
爱德华菌病,感染,罗非鱼
爱德华菌病,感染,加州鲂
爱德华菌病,适宜温度,30℃左右
抗生素,防治,爱德华菌病
福尔马林,防治,爱德华菌病
漂白粉,防治,爱德华菌病
三氯异氤尿酸,防治,爱德华菌病
鱼菌清,防治,爱德华菌病
氟苯尼考,防治,爱德华菌病
新诺明,防治,爱德华菌病
氟哌酸,防治,爱德华菌病
聚维酮碘,防治,爱德华菌病
大黄,防治,爱德华菌病
黄芷,防治,爱德华菌病
五倍子,防治,爱德华菌病
板蓝根,防治,爱德华菌病
穿心莲,防治,爱德华菌病
鳗弧菌,引发,鳗弧菌病
鳗弧菌病,感染,鳗鱼
鳗弧菌病,感染,鲫鱼
鳗弧菌病,症状,体表点状出血
鳗弧菌病,症状,躯干部皮肤发生糜烂
鳗弧菌病,症状,肝肾肿大
鳗弧菌病,症状,肝呈土黄色点状出血
鳗弧菌病,症状,肠道充血
鳗弧菌病,症状,肛门红肿
鳗弧菌病,症状,躯干部隆起
鳗弧菌病,症状,出血性溃疡
鳗弧菌病,感染,虹鳟
鳗弧菌病,症状,体色发黑
鳗弧菌病,症状,贫血
鳗弧菌病,症状,淤血
鳗弧菌病,症状,出血
鳗弧菌病,症状,眼球突出
鳗弧菌病,症状,眼球也出血
鳗弧菌病,症状,肛门红肿
鳗弧菌病,症状,生殖腺上可见弥漫性出血
鳗弧菌病,症状,点状出血
鳗弧菌病,症状,肠管内有带血的黏液状物
鳗弧菌病,症状,体表溃疡
鳗弧菌病,症状,斑块状褪色
鳗弧菌病,症状,狂游
鳗弧菌病,症状,躯干部出血以至溃疡
鳗弧菌病,症状,眼球突出出血
鳗弧菌病,症状,肛门红肿
鳗弧菌病,症状,体表出血变红
鳗弧菌病,症状,肛门红肿
鳗弧菌病,症状,眼球突出
鳗弧菌病,症状,眼内出血
鳗弧菌病,症状,变白
鳗弧菌病,症状,肌肉组织点状出血
鳗弧菌病,流行地区,日本
鳗弧菌病,流行地区,台湾省
鳗弧菌病,流行温度,15~20℃
漂白粉,防治,鳗弧菌病
优氯净,防治,鳗弧菌病
鱼菌清,防治,鳗弧菌病
氟哌酸,防治,鳗弧菌病
氟苯尼考,防治,鳗弧菌病
败血假单胞菌,引发,鳗红点病
鳗红点病,症状,点状出血明显
鳗红点病,症状,鳍条出血
鳗红点病,症状,肝脏淤血
鳗红点病,症状,肾萎缩
鳗红点病,症状,肠系膜点状出血
鳗红点病,症状,渗出性出血
鳗红点病,症状,黏附的红色糊状物
鳗红点病,症状,体表各处点状出血
鳗红点病,症状,带血的黏液
鳗红点病,流行地区,日本
鳗红点病,流行地区,台湾省
鳗红点病,流行温度,15~20℃
漂白粉,防治,鳗红点病
优氯净,防治,鳗红点病
鱼菌清,防治,鳗红点病
氟哌酸,防治,鳗红点病
氟苯尼考,防治,鳗红点病
嗜水气单胞菌水亚种,引发,溃疡病
丝囊霉菌,引发,溃疡病
革兰阴性菌,引发,溃疡病
溃疡病,症状,不吃食
溃疡病,症状,鱼体发黑
溃疡病,症状,漂浮在水面上
溃疡病,症状,不停地游动
溃疡病,症状,尾部可见红斑
溃疡病,症状,红色或灰色的浅部溃疡
溃疡病,症状,棕色的坏死
溃疡病,症状,背部和躯干部溃烂
溃疡病,症状,头盖软组织和硬组织坏死
溃疡病,流行地区,日本
溃疡病,感染,香鱼
溃疡病,流行地区,澳大利亚
溃疡病,症状,灰鳍
溃疡病,流行地区,巴布亚新几内亚
溃疡病,流行地区,东南亚
溃疡病,流行地区,南亚
溃疡病,流行地区,东亚
溃疡病,感染,草鱼
溃疡病,感染,团头鲂
溃疡病,感染,贼鱼
生石灰,防治,溃疡病
漂白粉,防治,溃疡病
二氧化氯,防治,溃疡病
免疫增强剂,防治,溃疡病
复合维生素,防治,溃疡病
氟苯尼考,防治,溃疡病
氟哌酸,防治,溃疡病
强力霉素,防治,溃疡病
双链季铉盐碘,防治,溃疡病
强克,防治,溃疡病
链球菌,引发,链球菌病
链球菌病,症状,游动缓慢
链球菌病,症状,浮于水面
链球菌病,症状,悬垂状
链球菌病,症状,间断性狂游
链球菌病,症状,腹部向上
链球菌病,症状,体色发黑
链球菌病,症状,鳃贫血
链球菌病,症状,眼球充血
链球菌病,症状,肿大
链球菌病,症状,突出
链球菌病,症状,体表有一处或多处隆起
链球菌病,症状,尾部多处隆起并伴出血或溃疡
链球菌病,症状,肛门红肿
链球菌病,症状,肝脏肿大
链球菌病,症状,出血
链球菌病,症状,脂肪变性
链球菌病,症状,褪色
链球菌病,症状,胃肠积水
链球菌病,症状,肠壁发炎
链球菌病,流行季节,夏季
漂白粉,防治,链球菌病
季铉盐碘,防治,链球菌病
五倍子,防治,链球菌病
土霉素,防治,链球菌病
磺胺,防治,链球菌病
力霉素,防治,链球菌病
氟苯尼考,防治,链球菌病
鱼必康,防治,链球菌病
强克,防治,链球菌病
弧菌,引发,虾类白浊病
酵母菌,引发,虾类白浊病
虾类白浊病,症状,虾摄食减少
虾类白浊病,症状,沿池边缓慢游动
虾类白浊病,症状,肠道不饱满
虾类白浊病,症状,躯干部肌肉不透明
虾类白浊病,症状,呈白浊状
虾类白浊病,感染,罗氏沼虾
虾类白浊病,感染,日本沼虾
虾类白浊病,感染,凡纳滨对虾
虾类白浊病,流行时间,6~8月
漂白精,防治,虾类白浊病
有益微生物,防治,虾类白浊病
EM菌,防治,虾类白浊病
芽泡杆菌,防治,虾类白浊病
免疫增强剂,防治,虾类白浊病
多糖类,防治,虾类白浊病
益生菌,防治,虾类白浊病
嗜酸小球菌,防治,虾类白浊病
大黄,防治,虾类白浊病
板蓝根,防治,虾类白浊病
贯众,防治,虾类白浊病
气单胞菌,引发,甲鱼腐皮病
假单胞菌,引发,甲鱼腐皮病
无色杆菌,引发,甲鱼腐皮病
单胞菌,引发,甲鱼腐皮病
甲鱼腐皮病,症状,体表糜烂
甲鱼腐皮病,症状,溃烂
甲鱼腐皮病,症状,疳疮穿孔
甲鱼腐皮病,流行地区,全国养鳖地区
甲鱼腐皮病,感染,温室养鳖
甲鱼腐皮病,流行时间,5~10月
漂白粉,防治,甲鱼腐皮病
生石灰,防治,甲鱼腐皮病
三氯异氤尿酸,防治,甲鱼腐皮病
单链季铉盐碘,防治,甲鱼腐皮病
五倍子,防治,甲鱼腐皮病
大黄素,防治,甲鱼腐皮病
地锦,防治,甲鱼腐皮病
氟哌酸,防治,甲鱼腐皮病
氟苯尼,防治,甲鱼腐皮病
鳖腐皮病疫苗,防治,甲鱼腐皮病
双链季铉盐碘,防治,甲鱼腐皮病
鳖必康,防治,甲鱼腐皮病
强克,防治,甲鱼腐皮病
嗜水气单胞菌,引发,甲鱼白底板病
迟缓爱德华菌,引发,甲鱼白底板病
普通变形杆菌,引发,甲鱼白底板病
甲鱼白底板病,症状,较厚
甲鱼白底板病,症状,底板苍白
甲鱼白底板病,症状,极度贫血状态
甲鱼白底板病,症状,水肿状
甲鱼白底板病,症状,肝脏大多呈土黄色和青灰色
甲鱼白底板病,症状,胆囊肿大
甲鱼白底板病,症状,肾和脾脏变黑和缩小
甲鱼白底板病,症状,肌肉苍白无血
甲鱼白底板病,症状,亲鳖的卵都无血丝
甲鱼白底板病,症状,腹腔都有积水
甲鱼白底板病,症状,胃和肠道有时溃疡穿孔
有益微生物,防治,甲鱼白底板病
胡萝卜,防治,甲鱼白底板病
韭菜,防治,甲鱼白底板病
EM菌,防治,甲鱼白底板病
嗜酸小球菌,防治,甲鱼白底板病
福尔马林,防治,甲鱼白底板病
大黄,防治,甲鱼白底板病
硫酸铜,防治,甲鱼白底板病
五倍子,防治,甲鱼白底板病
双链季铉盐碘,防治,甲鱼白底板病
新诺明,防治,甲鱼白底板病
恩诺沙星,防治,甲鱼白底板病
聚维酮碘,防治,甲鱼白底板病
板蓝根,防治,甲鱼白底板病
三黄粉,防治,甲鱼白底板病
产气单胞菌,引发,甲鱼红底板病
点状产气单胞菌点状亚种,引发,甲鱼红底板病
病毒,引发,甲鱼红底板病
甲鱼红底板病,症状,出水
甲鱼红底板病,症状,爬上岸边
甲鱼红底板病,症状,钻入沙中
甲鱼红底板病,症状,底板红肿或呈红斑状
甲鱼红底板病,症状,溃烂
甲鱼红底板病,症状,水肿
甲鱼红底板病,症状,口鼻流血
甲鱼红底板病,症状,肝脏发生严重病变
甲鱼红底板病,症状,呈黑色
甲鱼红底板病,症状,呈花斑状
甲鱼红底板病,症状,肠道局部或整段充血发炎
甲鱼红底板病,症状,腹腔有积水
甲鱼红底板病,流行地区,全国养鳖地区
甲鱼红底板病,感染,温室养鳖
甲鱼红底板病,感染,稚鳖
甲鱼红底板病,感染,亲鳖
生石灰,防治,甲鱼红底板病
硫酸链霉素,防治,甲鱼红底板病
强氯精,防治,甲鱼红底板病
三氯异氤尿酸,防治,甲鱼红底板病
含氯消毒剂,防治,甲鱼红底板病
喳诺酮类,防治,甲鱼红底板病
氟苯尼考,防治,甲鱼红底板病
双链季铉盐碘,防治,甲鱼红底板病
鳖必康,防治,甲鱼红底板病
鳖用强克,防治,甲鱼红底板病
聚维酮碘,防治,甲鱼红底板病
板蓝根,防治,甲鱼红底板病
三黄粉,防治,甲鱼红底板病
嗜水气单胞菌嗜水亚种,引发,甲鱼红脖子病
甲鱼红脖子病,症状,不摄食
甲鱼红脖子病,症状,运动迟缓
甲鱼红脖子病,症状,应激能力差
甲鱼红脖子病,症状,钻入泥中
甲鱼红脖子病,症状,颈部出血
甲鱼红脖子病,症状,口鼻舌尖发红
甲鱼红脖子病,症状,眼睛失明
甲鱼红脖子病,症状,口鼻流出血水
甲鱼红脖子病,症状,肠充血出血
甲鱼红脖子病,症状,肝肿胀质脆易碎
甲鱼红脖子病,症状,脾脏肿大
甲鱼红脖子病,感染,甲鱼
免疫增强剂,防治,甲鱼红脖子病
有益微生物,防治,甲鱼红脖子病
三氯异氧尿酸,防治,甲鱼红脖子病
漠氯海因,防治,甲鱼红脖子病
喳诺酮类,防治,甲鱼红脖子病
氟苯尼考,防治,甲鱼红脖子病
复合维生素,防治,甲鱼红脖子病
假单胞菌等多种革兰阴性菌,引发,甲鱼白点病
甲鱼白点病,症状,不摄食
甲鱼白点病,症状,缓慢爬动
甲鱼白点病,症状,反应能力差
甲鱼白点病,症状,白色或淡黄色米粒大小的斑点
甲鱼白点病,感染,稚幼鱼
甲鱼白点病,流行时间,8~11月
免疫增强剂,防治,甲鱼白点病
有益微生物,防治,甲鱼白点病
三氯异氤尿酸,防治,甲鱼白点病
喳诺酮类,防治,甲鱼白点病
氟苯尼考,防治,甲鱼白点病
复合维生素,防治,甲鱼白点病
聚维酮碘,防治,甲鱼白点病
板蓝根,防治,甲鱼白点病
三黄粉,防治,甲鱼白点病
水霉,引发,水霉病
绵霉,引发,水霉病
水霉病,症状,体表覆盖一层灰白色棉絮状物
水霉病,感染,鱼卵
水霉病,感染,幼鱼
水霉病,感染,成鱼
水霉病,感染,草鱼
水霉病,流行季节,早春
水霉病,流行季节,晚冬
水霉病,流行地区,全国各地
水霉病,适宜温度,13~18℃
水霉病,流行时间,12月~翌年3月
盐水,防治,水霉病
食盐,防治,水霉病
小苏打,防治,水霉病
新洁尔灭,防治,水霉病
单链季铉盐碘,防治,水霉病
硫醍沙星,防治,水霉病
水霉病,流行季节,冬季和早春
水霉病,症状,寄生部位组织坏死
水霉病,症状,卵膜外则丛生大量外菌丝
亚甲基蓝,防治,水霉病
苏打混合液,防治,水霉病
嗜酸性卵甲藻,引发,卵甲藻病
卵甲藻病,症状,鳃丝肿胀
卵甲藻病,症状,体表白点间有充血
卵甲藻病,症状,黏液增多
卵甲藻病,症状,鱼体上白点连片重叠
卵甲藻病,症状,溃烂发炎
卵甲藻病,流行温度,22~32℃
卵甲藻病,流行地区,广东
卵甲藻病,流行地区,广西
卵甲藻病,流行地区,福建
卵甲藻病,流行地区,江西
生石灰,防治,卵甲藻病
有益微生物,防治,卵甲藻病
营养添加剂,防治,卵甲藻病
生石灰,防治,卵甲藻病
硫酸铜,防治,卵甲藻病
硫酸亚铁合剂,防治,卵甲藻病
鳃隐鞭虫,引发,隐鞭虫病
颤动隐鞭虫,引发,隐鞭虫病
隐鞭虫病,症状,鱼体发黑
隐鞭虫病,症状,消瘦
隐鞭虫病,症状,反应迟钝
隐鞭虫病,症状,鳃丝红肿
隐鞭虫病,症状,黏液增多
隐鞭虫病,症状,体表黏液增多
隐鞭虫病,症状,鱼体不安
隐鞭虫病,症状,生长速度缓慢
隐鞭虫病,症状,逐渐消瘦
隐鞭虫病,感染,簸鱼
隐鞭虫病,感染,鲤鱼
隐鞭虫病,感染,草鱼
隐鞭虫病,感染,青鱼
隐鞭虫病,感染,雄鱼
隐鞭虫病,感染,鲫鱼
隐鞭虫病,感染,蝙鱼
隐鞭虫病,感染,鱼苗
隐鞭虫病,感染,夏花
隐鞭虫病,流行地区,湖北
隐鞭虫病,流行地区,江苏
隐鞭虫病,流行地区,浙江
硫酸铜,防治,隐鞭虫病
硫酸亚铁,防治,隐鞭虫病
食盐水,防治,隐鞭虫病
福尔马林,防治,隐鞭虫病
苦楝叶,防治,隐鞭虫病
隐鞭虫病,流行季节,夏季
硫酸铜与硫酸亚铁合剂,防治,隐鞭虫病
高锰酸钾,防治,隐鞭虫病
高锰酸钾水溶液,防治,隐鞭虫病
硫酸铜硫酸亚铁粉,防治,隐鞭虫病
飘浮鱼波豆虫,引发,鱼波豆虫病
鱼波豆虫病,症状,鳃上皮细胞增生
鱼波豆虫病,症状,黏液细胞增多
鱼波豆虫病,症状,黏液分泌旺盛
鱼波豆虫病,症状,呼吸障碍
鱼波豆虫病,症状,鳃盖微开
硫酸铜,防治,鱼波豆虫病
硫酸亚铁,防治,鱼波豆虫病
阿维菌素,防治,鱼波豆虫病
食盐水,防治,鱼波豆虫病
福尔马林,防治,鱼波豆虫病
苦楝叶,防治,鱼波豆虫病
鱼波豆虫病,症状,竖鳞
鱼波豆虫病,适宜温度,12~20℃
鱼波豆虫病,流行季节,春秋两季
鱼波豆虫病,流行地区,广东
鱼波豆虫病,流行地区,广西
硫酸铜与硫酸亚铁合剂,防治,鱼波豆虫病
高锰酸钾,防治,鱼波豆虫病
高锰酸钾水溶液,防治,鱼波豆虫病
硫酸铜硫酸亚铁粉,防治,鱼波豆虫病
鱼波豆虫病,感染,鲑鳟
鱼波豆虫病,症状,表皮海绵层水肿
鱼波豆虫病,症状,表皮脱落
鱼波豆虫病,症状,鳃上皮坏死脱落
鱼波豆虫病,症状,皮肤充血
鱼波豆虫病,症状,鳞下积水
鱼波豆虫病,流行地区,南方
鱼波豆虫病,症状,多黏液
鱼波豆虫病,症状,鳃上皮细胞脱落
鱼波豆虫病,症状,呼吸困难
鱼波豆虫病,症状,体表开始黏液增多
鱼波豆虫病,症状,鱼体发黑
鱼波豆虫病,症状,食欲不振
鱼波豆虫病,症状,反应迟钝
鱼波豆虫病,症状,感染处有充血出血
鱼波豆虫病,症状,鱼体消瘦
鱼波豆虫病,症状,大批死亡
鱼波豆虫病,症状,体表黏液很多
鱼波豆虫病,症状,运动失常
鱼波豆虫病,症状,鳍条折叠
鱼波豆虫病,症状,呼吸困难
鱼波豆虫病,症状,感染区充血出血
鱼波豆虫病,症状,表现呆滞
硫酸铜溶液,防治,鱼波豆虫病
硫酸铜硫酸亚铁粉,防治,鱼波豆虫病
肤抱虫,引发,单抱子虫病
单抱子虫病,症状,鱼体发黑
单抱子虫病,症状,消瘦
单抱子虫病,症状,皮肤发炎
单抱子虫病,症状,呼吸困难
单抱子虫病,感染,草鱼
单抱子虫病,感染,青鱼
单抱子虫病,感染,鲤鱼
生石灰,防治,单抱子虫病
高镒酸钾,防治,单抱子虫病
石灰氮,防治,单抱子虫病
磷酸氯喳,防治,单抱子虫病
晶体敌百虫,防治,单抱子虫病
胺硫基烷,防治,单抱子虫病
强力樟桂杀虫剂,防治,单抱子虫病
丙硫咪哩,防治,单抱子虫病
毗喳酮,防治,单抱子虫病
鱼康散,防治,单抱子虫病
鲤斜管虫病,症状,黏液增多
鲤斜管虫病,症状,体表形成苍白色或淡蓝色的一层黏液层
鲤斜管虫病,症状,鳃组织受到严重破坏
鲤斜管虫病,症状,呼吸困难
鲤斜管虫病,症状,食欲减退
鲤斜管虫病,症状,消瘦发黑
鲤斜管虫病,症状,侧卧岸边
鲤斜管虫病,症状,漂浮水面
鲤斜管虫病,感染,室内水族箱中鱼类
鲤斜管虫病,适宜温度,12~18℃
鲤斜管虫病,流行时间,3~5月
鲤斜管虫病,流行地区,华南地区
鲤斜管虫病,流行季节,冬春
硫酸铜,防治,鲤斜管虫病
硫酸亚铁,防治,鲤斜管虫病
福尔马林,防治,鲤斜管虫病
高猛酸钾,防治,鲤斜管虫病
苦楝树枝叶,防治,鲤斜管虫病
强氯精,防治,鲤斜管虫病
阿维菌素,防治,鲤斜管虫病
聚缩虫,引发,固着类纤毛虫病
固着类纤毛虫病,症状,游动缓慢
固着类纤毛虫病,症状,呼吸困难
固着类纤毛虫病,感染,鱼苗
有益微生物,防治,固着类纤毛虫病
硫酸铜,防治,固着类纤毛虫病
硫酸亚铁,防治,固着类纤毛虫病
食盐水,防治,固着类纤毛虫病
醋酸,防治,固着类纤毛虫病
福尔马林,防治,固着类纤毛虫病
戊二醛,防治,固着类纤毛虫病
阿维菌素,防治,固着类纤毛虫病
累枝虫,引发,固着类纤毛虫病
钟虫,引发,固着类纤毛虫病
杯体虫,引发,固着类纤毛虫病
固着类纤毛虫病,感染,淡水鱼
固着类纤毛虫病,症状,绒毛状物
固着类纤毛虫病,症状,手摸有滑腻感
漂白粉,防治,固着类纤毛虫病
硫酸锌,防治,固着类纤毛虫病
茶粕,防治,固着类纤毛虫病
硫酸锌粉,防治,固着类纤毛虫病
硫酸锌三氯异氰尿酸粉,防治,固着类纤毛虫病
鳗稣伪指环虫,引发,伪指环虫病
短钩伪指环虫,引发,伪指环虫病
伪指环虫病,症状,鳃组织损伤
伪指环虫病,症状,出血
伪指环虫病,症状,分泌大量黏液
伪指环虫病,症状,鳃肿胀
伪指环虫病,症状,狂奔乱游
伪指环虫病,适宜温度,25~30℃
晶体敌百虫,防治,伪指环虫病
粉剂敌百虫,防治,伪指环虫病
面碱,防治,伪指环虫病
高猛酸钾,防治,伪指环虫病
干口病,症状,前腹部膨
干口病,症状,手感结实
干口病,症状,前肠扩张
白色带状虫体,引发,干口病
干口病,感染,草鱼
干口病,感染,青鱼
干口病,感染,鲤鱼
干口病,感染,簸鱼
生石灰,防治,干口病
硫双二氯酚,防治,干口病
槟榔,防治,干口病
二丁基氧化锡,防治,干口病
二丁基二月桂酸锡,防治,干口病
丙硫咪喳,防治,干口病
贯众,防治,干口病
土荆芥,防治,干口病
苏梗,防治,干口病
苦楝树皮,防治,干口病
鲤蠢绦虫,引发,鲤蠢病
鲤蠢病,症状,肠道被堵
鲤蠢病,症状,肠膨大成硬的球状
鲤蠢病,症状,肠壁发炎
鲤蠢病,症状,贫血
鲤蠢病,感染,鲫鱼
鲤蠢病,感染,鲤鱼
荆蕨,防治,鲤蠢病
鲤蠢病,流行地区,东北
鲤蠢病,流行地区,湖北
鲤蠢病,流行地区,江西
鲤蠢病,流行时间,4~8月
许氏绦虫,引发,鲤蠢病
鲤蠢病,症状,肠管被堵
鲤蠢病,流行地区,东欧
精制敌百虫粉,防治,鲤蠢病
吡喹酮预混剂,防治,鲤蠢病
鳗居线虫,引发,鳗居线虫病
鳗居线虫病,症状,摄食不良
鳗居线虫病,症状,生长受到影响
鳗居线虫病,症状,贫血
鳗居线虫病,症状,消瘦
鳗居线虫病,症状,体色较黑
鳗居线虫病,症状,鳃肿胀
鳗居线虫病,症状,内脏器官受压迫
鳗居线虫病,症状,血流受阻碍
鳗居线虫病,症状,鳏组织发炎
鳗居线虫病,症状,浮在水面不易下沉
鳗居线虫病,症状,逐渐消瘦
